age,job,marital,education,default,balance,housing,loan,pdays,previous,poutcome,result
44,management,married,secondary,no,-665,no,no,-1,0,unknown,fail
50,management,married,tertiary,no,1158,yes,no,-1,0,unknown,fail
45,technician,married,primary,no,3388,no,no,-1,0,unknown,fail
52,blue-collar,married,primary,no,134,yes,no,-1,0,unknown,fail
38,technician,single,tertiary,no,1101,no,no,-1,0,unknown,success
36,admin.,single,secondary,no,0,yes,yes,168,3,failure,fail
46,blue-collar,married,secondary,no,922,no,yes,-1,0,unknown,fail
35,management,single,tertiary,no,1496,yes,no,-1,0,unknown,fail
33,management,married,tertiary,no,3915,no,no,-1,0,unknown,fail
48,blue-collar,married,secondary,no,10724,no,no,-1,0,unknown,fail
45,entrepreneur,married,tertiary,no,3689,yes,no,187,3,failure,fail
34,blue-collar,single,secondary,no,341,yes,no,-1,0,unknown,fail
33,admin.,single,tertiary,no,867,yes,no,-1,0,unknown,fail
26,student,single,secondary,no,5296,no,no,-1,0,unknown,fail
36,technician,single,secondary,no,0,no,no,-1,0,unknown,fail
54,blue-collar,married,secondary,no,898,no,no,-1,0,unknown,fail
23,housemaid,married,tertiary,no,66,yes,no,-1,0,unknown,success
25,blue-collar,single,secondary,no,0,yes,no,-1,0,unknown,fail
60,management,single,tertiary,no,560,no,no,-1,0,unknown,success
40,technician,married,secondary,no,192,no,no,-1,0,unknown,fail
36,services,married,secondary,no,387,yes,no,-1,0,unknown,fail
56,services,married,secondary,no,6503,yes,yes,-1,0,unknown,fail
36,blue-collar,married,secondary,no,1790,yes,no,-1,0,unknown,fail
38,management,single,tertiary,no,11971,yes,no,101,3,failure,fail
35,admin.,married,secondary,no,643,yes,no,-1,0,unknown,fail
54,blue-collar,,primary,no,258,no,no,-1,0,unknown,fail
37,technician,married,secondary,no,630,no,no,-1,0,unknown,fail
34,admin.,single,secondary,no,79,yes,no,-1,0,unknown,fail
40,admin.,married,secondary,no,0,yes,no,201,1,failure,fail
36,technician,married,secondary,no,0,yes,no,-1,0,unknown,fail
56,entrepreneur,married,unknown,no,0,no,no,-1,0,unknown,fail
31,management,single,secondary,no,202,yes,no,62,1,failure,success
53,unemployed,married,unknown,no,210,yes,no,-1,0,unknown,fail
58,housemaid,married,primary,no,0,no,no,-1,0,unknown,fail
58,housemaid,married,tertiary,no,0,yes,no,-1,0,unknown,fail
33,blue-collar,,secondary,no,3514,yes,no,184,2,failure,fail
51,services,married,primary,no,294,no,no,-1,0,,fail
30,management,single,tertiary,no,1456,yes,no,-1,0,unknown,fail
25,self-employed,single,tertiary,no,-44,no,yes,-1,0,unknown,fail
39,management,single,tertiary,no,490,no,no,-1,0,unknown,fail
60,admin.,married,secondary,no,7336,no,no,-1,0,unknown,fail
41,technician,married,secondary,no,493,yes,no,-1,0,unknown,fail
36,services,married,unknown,no,618,no,no,335,2,success,success
37,technician,single,secondary,no,1255,yes,no,-1,0,unknown,fail
57,blue-collar,,secondary,no,14093,no,no,-1,0,unknown,fail
52,admin.,married,secondary,no,190,no,no,-1,0,unknown,fail
32,admin.,single,tertiary,no,3188,no,no,242,1,other,fail
31,unknown,married,secondary,no,111,no,no,93,2,failure,success
52,management,married,tertiary,no,576,no,no,-1,0,unknown,success
29,management,single,tertiary,no,1514,yes,no,333,7,other,fail
35,services,married,unknown,no,2,no,no,-1,0,unknown,fail
44,management,divorced,tertiary,no,71,yes,no,-1,0,unknown,fail
32,services,single,secondary,no,545,yes,no,180,1,failure,fail
50,management,married,secondary,no,5,no,no,-1,0,unknown,fail
37,housemaid,divorced,secondary,no,1040,yes,no,173,2,failure,fail
32,management,single,tertiary,no,718,yes,no,-1,0,unknown,success
27,technician,single,unknown,no,555,no,no,-1,0,unknown,fail
39,blue-collar,,secondary,no,1102,yes,no,357,3,failure,fail
31,technician,married,tertiary,no,1186,no,yes,-1,0,unknown,fail
30,management,single,tertiary,no,565,yes,no,-1,0,unknown,fail
39,services,married,secondary,no,0,yes,no,-1,0,unknown,fail
40,admin.,married,secondary,no,220,yes,no,-1,0,unknown,fail
43,admin.,married,secondary,no,-169,yes,no,-1,0,unknown,fail
32,blue-collar,,secondary,no,428,yes,no,363,1,failure,fail
34,management,single,tertiary,no,478,yes,no,-1,0,unknown,fail
33,admin.,married,secondary,no,4902,yes,no,-1,0,unknown,fail
37,blue-collar,,primary,no,3517,yes,no,-1,0,unknown,fail
35,management,married,tertiary,no,8000,no,no,90,3,success,success
59,retired,married,secondary,no,0,no,no,-1,0,unknown,fail
57,housemaid,married,tertiary,no,3760,no,no,-1,0,unknown,fail
31,services,married,secondary,no,1020,yes,no,-1,0,unknown,fail
34,management,married,tertiary,no,2611,no,no,-1,0,unknown,fail
28,self-employed,single,tertiary,no,4579,no,no,-1,0,unknown,success
34,blue-collar,married,tertiary,no,748,yes,yes,-1,0,unknown,fail
42,blue-collar,married,secondary,no,2717,yes,yes,270,2,failure,fail
32,technician,single,tertiary,no,539,yes,yes,-1,0,unknown,fail
45,blue-collar,married,primary,no,185,yes,no,-1,0,unknown,fail
50,technician,married,tertiary,no,133,no,no,-1,0,unknown,fail
32,services,married,secondary,no,0,no,no,-1,0,unknown,fail
34,entrepreneur,married,secondary,yes,-868,yes,no,-1,0,unknown,fail
33,housemaid,married,primary,no,167,no,no,-1,0,unknown,fail
57,retired,married,secondary,no,4490,no,no,-1,0,unknown,fail
43,management,married,tertiary,no,28,yes,no,-1,0,unknown,fail
38,management,married,unknown,no,933,no,no,-1,0,unknown,fail
49,retired,single,primary,no,25824,no,no,-1,0,unknown,fail
31,services,married,secondary,no,407,yes,no,-1,0,unknown,fail
50,technician,married,secondary,no,1518,no,yes,-1,0,unknown,fail
30,management,single,tertiary,no,5389,no,no,-1,0,unknown,success
48,blue-collar,single,primary,no,1938,yes,no,-1,0,unknown,fail
75,retired,divorced,secondary,no,2199,no,no,-1,0,unknown,fail
47,blue-collar,married,secondary,no,665,no,no,-1,0,unknown,fail
46,management,married,tertiary,no,212,yes,no,-1,0,unknown,fail
31,blue-collar,married,primary,no,42,yes,no,-1,0,unknown,fail
35,admin.,married,secondary,yes,76,no,yes,-1,0,unknown,fail
41,technician,married,secondary,no,-274,yes,no,-1,0,unknown,fail
32,technician,single,secondary,no,554,no,no,-1,0,unknown,fail
30,student,single,secondary,no,48,no,no,191,2,success,success
37,blue-collar,single,unknown,no,3044,yes,no,-1,0,unknown,fail
41,admin.,married,secondary,no,875,no,yes,-1,0,unknown,fail
41,technician,married,secondary,no,4711,yes,no,-1,0,unknown,fail
56,retired,married,primary,no,1448,yes,yes,-1,0,unknown,fail
40,blue-collar,married,primary,no,3693,yes,no,-1,0,unknown,fail
37,technician,divorced,secondary,no,531,no,no,-1,0,unknown,fail
36,blue-collar,married,primary,no,319,yes,no,301,1,failure,success
34,management,married,tertiary,no,724,no,no,-1,0,unknown,fail
26,admin.,divorced,secondary,no,1,no,no,-1,0,unknown,fail
58,services,married,secondary,no,382,no,no,-1,0,unknown,fail
30,technician,single,tertiary,no,2784,no,no,-1,0,,fail
32,admin.,single,secondary,no,620,no,no,343,3,failure,fail
46,admin.,married,secondary,no,38,yes,yes,-1,0,unknown,fail
36,management,single,tertiary,no,0,no,no,-1,0,,fail
37,management,single,tertiary,no,0,no,no,-1,0,unknown,fail
34,blue-collar,married,tertiary,no,17672,no,no,-1,0,unknown,fail
43,management,married,tertiary,no,254,yes,yes,-1,0,unknown,fail
40,management,married,tertiary,no,3185,no,no,-1,0,unknown,fail
26,student,single,secondary,no,268,yes,no,-1,0,unknown,fail
60,retired,married,tertiary,no,0,no,no,-1,0,unknown,fail
32,admin.,divorced,secondary,no,43,yes,no,-1,0,unknown,fail
45,blue-collar,married,secondary,no,78,yes,no,-1,0,unknown,fail
35,housemaid,married,primary,no,218,yes,no,-1,0,unknown,fail
46,management,single,tertiary,no,593,yes,no,-1,0,unknown,fail
39,management,divorced,tertiary,no,3575,no,yes,-1,0,unknown,fail
40,management,married,tertiary,no,0,no,no,-1,0,unknown,fail
33,admin.,married,secondary,no,920,no,no,105,1,success,fail
35,blue-collar,married,secondary,no,0,no,yes,-1,0,unknown,fail
39,technician,married,secondary,no,0,yes,yes,-1,0,unknown,fail
38,technician,single,secondary,no,294,no,yes,-1,0,unknown,fail
41,services,married,primary,no,373,yes,no,-1,0,unknown,fail
41,admin.,married,secondary,no,442,yes,yes,-1,0,unknown,fail
37,blue-collar,married,secondary,no,223,yes,no,-1,0,unknown,fail
72,retired,single,tertiary,no,1285,no,no,98,2,failure,fail
37,blue-collar,married,secondary,no,32,yes,no,-1,0,unknown,fail
22,technician,single,secondary,no,4659,yes,no,-1,0,unknown,fail
33,self-employed,married,primary,no,61,yes,no,-1,0,unknown,fail
35,technician,single,tertiary,no,2453,yes,no,-1,0,unknown,fail
28,unemployed,married,secondary,no,687,no,no,33,2,other,fail
30,entrepreneur,married,secondary,no,392,yes,no,167,3,failure,fail
51,management,married,primary,no,33,yes,no,,0,unknown,fail
39,blue-collar,married,primary,no,12848,yes,no,-1,0,unknown,fail
40,services,married,secondary,no,884,no,no,-1,0,,fail
46,blue-collar,married,primary,no,620,yes,no,-1,0,unknown,fail
30,admin.,married,tertiary,no,1717,no,yes,-1,0,unknown,fail
47,admin.,married,primary,no,68,yes,no,-1,0,unknown,fail
32,management,single,tertiary,no,914,yes,no,-1,0,unknown,fail
64,management,married,unknown,no,2352,no,no,182,11,success,success
63,retired,married,tertiary,no,133,yes,no,-1,0,unknown,fail
31,blue-collar,married,secondary,no,1660,yes,no,-1,0,unknown,fail
45,blue-collar,married,unknown,no,23,yes,no,-1,0,unknown,fail
38,services,married,secondary,no,250,no,no,-1,0,unknown,fail
45,services,married,primary,no,323,no,no,-1,0,unknown,fail
35,management,married,primary,no,-326,yes,yes,-1,0,unknown,fail
29,technician,married,secondary,no,-28,no,no,-1,0,unknown,fail
38,technician,married,tertiary,no,11766,yes,no,-1,0,unknown,fail
46,admin.,married,unknown,no,2033,no,no,86,5,failure,fail
40,blue-collar,married,primary,no,4436,yes,no,-1,0,unknown,fail
42,technician,married,secondary,no,420,yes,no,-1,0,unknown,fail
35,services,married,secondary,no,1453,yes,no,-1,0,unknown,fail
41,services,married,secondary,no,1319,yes,no,-1,0,unknown,fail
33,admin.,married,secondary,no,17,yes,no,351,1,failure,fail
33,management,married,tertiary,no,431,yes,no,-1,0,unknown,fail
29,management,single,tertiary,no,368,yes,no,-1,0,unknown,fail
34,admin.,single,secondary,no,4436,yes,no,178,6,failure,fail
34,management,married,tertiary,no,4831,yes,no,-1,0,unknown,fail
44,blue-collar,married,secondary,no,0,yes,no,-1,0,unknown,fail
46,technician,married,secondary,no,332,yes,no,-1,0,unknown,success
34,management,single,tertiary,no,3679,yes,no,101,1,failure,fail
29,student,single,tertiary,no,3054,no,no,186,7,success,fail
35,management,single,tertiary,no,1531,yes,no,-1,0,unknown,fail
30,technician,single,secondary,no,958,no,no,-1,0,unknown,fail
29,services,single,secondary,no,-142,yes,no,-1,0,unknown,fail
48,services,married,secondary,no,51,yes,yes,262,1,failure,fail
45,services,married,secondary,no,507,no,yes,-1,0,unknown,fail
38,admin.,married,secondary,no,2549,no,no,-1,0,unknown,fail
32,management,single,tertiary,no,4262,yes,no,-1,0,unknown,fail
31,services,married,secondary,no,143,yes,no,-1,0,unknown,fail
51,blue-collar,married,primary,no,51,no,no,-1,0,unknown,fail
35,blue-collar,married,primary,yes,0,yes,no,-1,0,unknown,fail
53,management,divorced,tertiary,no,0,yes,no,-1,0,unknown,fail
45,self-employed,single,tertiary,no,1009,no,no,-1,0,,fail
49,admin.,married,secondary,no,197,yes,no,101,3,success,fail
31,blue-collar,married,secondary,no,-446,no,no,-1,0,unknown,fail
31,management,single,tertiary,no,587,yes,no,-1,0,unknown,fail
55,blue-collar,married,secondary,no,16873,no,no,-1,0,unknown,fail
30,services,married,tertiary,no,81,no,no,-1,0,unknown,success
36,technician,single,secondary,no,265,yes,yes,273,1,failure,fail
52,management,married,secondary,no,218,yes,no,-1,0,unknown,fail
47,technician,divorced,secondary,no,129,no,no,222,2,failure,fail
49,blue-collar,married,primary,no,3049,no,no,-1,0,unknown,fail
56,blue-collar,divorced,secondary,no,166,yes,no,-1,0,unknown,fail
30,technician,married,tertiary,no,1307,no,no,-1,0,unknown,fail
48,blue-collar,married,primary,no,3267,yes,no,-1,0,unknown,fail
37,technician,married,secondary,yes,-143,yes,no,-1,0,unknown,fail
39,technician,single,secondary,no,1355,yes,no,-1,0,unknown,success
38,admin.,single,secondary,no,18,no,no,366,6,failure,fail
38,technician,single,secondary,no,50,no,no,-1,0,unknown,fail
49,technician,single,secondary,no,0,yes,no,,0,unknown,fail
49,management,single,tertiary,no,2555,no,yes,-1,0,unknown,fail
54,self-employed,married,tertiary,no,368,no,no,-1,0,unknown,fail
37,technician,married,tertiary,no,8730,yes,no,-1,0,unknown,fail
78,retired,divorced,secondary,no,3219,no,no,-1,0,unknown,success
63,retired,married,unknown,no,538,no,no,-1,0,unknown,fail
25,student,single,secondary,no,963,yes,no,-1,0,unknown,fail
42,admin.,single,secondary,no,2758,yes,no,-1,0,unknown,fail
48,blue-collar,divorced,primary,no,183,no,no,-1,0,unknown,success
55,technician,divorced,tertiary,no,525,yes,no,366,4,other,fail
56,retired,married,primary,no,63,no,no,-1,0,unknown,fail
32,technician,married,tertiary,no,1868,no,no,-1,0,unknown,fail
42,blue-collar,married,secondary,no,171,,no,-1,0,unknown,fail
52,management,married,primary,no,740,no,no,-1,0,unknown,fail
57,unemployed,divorced,secondary,no,753,no,no,-1,0,unknown,fail
39,technician,married,secondary,no,0,no,no,-1,0,unknown,fail
31,technician,single,secondary,no,0,yes,no,-1,0,unknown,fail
39,blue-collar,married,primary,no,4146,yes,yes,-1,0,unknown,fail
32,technician,married,secondary,no,3067,yes,no,-1,0,unknown,fail
32,management,married,tertiary,no,138,no,no,-1,0,unknown,fail
51,services,divorced,secondary,no,-69,yes,no,-1,0,unknown,fail
47,technician,married,secondary,no,-75,yes,no,247,1,other,fail
30,services,single,secondary,no,1824,yes,no,-1,0,unknown,fail
45,admin.,married,secondary,no,171,yes,no,-1,0,unknown,fail
46,blue-collar,married,primary,no,809,no,no,-1,0,unknown,fail
36,technician,married,tertiary,no,0,no,no,-1,0,unknown,fail
46,admin.,married,unknown,no,76,no,no,-1,0,unknown,fail
31,admin.,married,secondary,no,89,no,no,-1,0,unknown,fail
59,self-employed,married,tertiary,no,0,yes,no,-1,0,unknown,fail
32,technician,single,secondary,no,-234,yes,no,-1,0,unknown,fail
48,services,married,secondary,no,11516,no,no,-1,0,unknown,fail
47,entrepreneur,divorced,secondary,no,392,yes,yes,-1,0,unknown,fail
29,student,single,secondary,no,78,no,no,-1,0,unknown,success
47,blue-collar,single,primary,no,159,yes,no,357,13,other,fail
54,blue-collar,married,secondary,no,0,no,no,-1,0,unknown,fail
48,blue-collar,married,secondary,no,113,yes,no,318,5,other,fail
37,admin.,married,secondary,no,10,no,yes,-1,0,unknown,fail
23,student,single,secondary,no,1298,no,no,-1,0,unknown,success
37,services,single,secondary,no,23,yes,no,182,1,failure,fail
47,retired,married,primary,no,1464,no,no,-1,0,unknown,fail
35,management,single,tertiary,no,0,yes,no,-1,0,unknown,fail
47,technician,divorced,secondary,no,22,no,no,-1,0,unknown,fail
33,management,married,tertiary,no,2441,yes,yes,148,1,failure,fail
55,admin.,married,secondary,no,139,yes,no,-1,0,unknown,fail
53,technician,married,secondary,no,719,yes,no,-1,0,unknown,fail
31,admin.,married,secondary,no,1098,yes,no,-1,0,unknown,fail
56,retired,married,secondary,no,878,no,no,-1,0,unknown,fail
41,blue-collar,married,secondary,no,1384,yes,no,-1,0,unknown,success
36,blue-collar,married,unknown,no,714,no,no,-1,0,unknown,fail
34,management,single,tertiary,no,127,no,no,-1,0,unknown,fail
30,services,single,secondary,no,1846,yes,no,-1,0,unknown,fail
35,management,married,tertiary,no,569,no,no,-1,0,unknown,fail
31,management,married,tertiary,no,-235,yes,no,-1,0,unknown,fail
56,blue-collar,married,unknown,no,665,yes,no,-1,0,unknown,fail
27,blue-collar,single,secondary,no,672,yes,no,-1,0,unknown,fail
43,admin.,married,secondary,no,506,no,no,-1,0,unknown,fail
45,entrepreneur,divorced,secondary,no,1187,no,yes,-1,0,unknown,fail
29,services,single,secondary,no,0,yes,no,-1,0,unknown,fail
31,management,married,tertiary,no,166,no,no,-1,0,unknown,fail
36,management,married,tertiary,no,396,no,no,100,5,failure,fail
49,technician,married,secondary,no,1091,no,no,-1,0,unknown,fail
53,housemaid,married,secondary,no,2406,yes,no,-1,0,unknown,fail
43,management,married,tertiary,no,536,yes,no,-1,0,unknown,fail
30,entrepreneur,single,tertiary,no,-63,yes,no,-1,0,unknown,fail
29,admin.,single,secondary,no,305,yes,no,-1,0,unknown,fail
31,entrepreneur,single,secondary,no,37,no,no,-1,0,unknown,fail
32,blue-collar,single,secondary,no,-691,yes,yes,-1,0,unknown,fail
30,blue-collar,married,secondary,no,3653,yes,yes,-1,0,unknown,fail
33,technician,married,secondary,no,2099,yes,yes,-1,0,unknown,fail
41,admin.,divorced,secondary,no,303,no,no,-1,0,unknown,fail
73,retired,married,secondary,no,2850,no,no,28,5,failure,fail
43,blue-collar,divorced,secondary,no,59,yes,no,-1,0,unknown,fail
46,management,married,tertiary,no,1720,no,no,-1,0,unknown,fail
54,services,divorced,unknown,no,2177,no,no,-1,0,unknown,fail
37,admin.,married,secondary,no,121,no,no,-1,0,unknown,fail
29,services,single,secondary,no,2,no,no,-1,0,unknown,fail
38,technician,single,secondary,no,42,yes,no,-1,0,unknown,fail
57,technician,married,secondary,no,1469,yes,no,-1,0,unknown,fail
42,technician,married,secondary,no,3472,yes,no,-1,0,unknown,fail
35,management,single,tertiary,no,704,no,no,-1,0,unknown,success
48,blue-collar,married,primary,no,199,no,no,-1,0,unknown,fail
38,services,married,secondary,no,934,yes,no,-1,0,unknown,success
56,management,married,tertiary,no,502,no,no,-1,0,unknown,fail
27,technician,single,tertiary,no,-67,yes,no,236,2,failure,success
39,blue-collar,married,secondary,no,648,yes,no,240,1,failure,fail
59,blue-collar,married,secondary,no,87,no,no,-1,0,unknown,fail
61,admin.,married,secondary,no,1541,no,no,104,3,failure,fail
34,admin.,single,secondary,no,4447,yes,no,84,2,failure,fail
35,admin.,married,secondary,no,126,yes,no,-1,0,unknown,fail
33,management,single,tertiary,no,-67,yes,no,-1,0,unknown,fail
53,management,married,tertiary,no,652,no,no,-1,0,unknown,fail
34,self-employed,single,tertiary,no,6,no,no,-1,0,unknown,fail
30,blue-collar,married,secondary,no,171,yes,no,-1,0,unknown,fail
61,management,married,tertiary,no,3371,no,no,-1,0,unknown,success
57,housemaid,married,tertiary,no,2326,no,no,194,1,success,success
39,management,single,tertiary,no,1457,yes,no,-1,0,unknown,fail
37,management,married,secondary,no,38,no,no,-1,0,unknown,fail
55,management,married,secondary,no,8592,no,no,-1,0,unknown,fail
31,admin.,married,secondary,no,298,yes,yes,-1,0,unknown,fail
42,technician,married,secondary,no,1048,yes,no,-1,0,unknown,fail
38,blue-collar,married,primary,no,489,yes,no,-1,0,unknown,fail
44,blue-collar,married,primary,no,0,no,no,-1,0,unknown,fail
33,technician,married,secondary,no,218,yes,yes,-1,0,unknown,fail
46,management,divorced,secondary,no,177,no,no,-1,0,unknown,fail
42,unemployed,married,tertiary,no,0,no,no,-1,0,unknown,fail
54,retired,married,secondary,no,1614,,no,-1,0,unknown,fail
36,blue-collar,,primary,no,49,yes,no,365,5,other,fail
56,retired,married,secondary,yes,101,no,yes,-1,0,unknown,fail
50,blue-collar,,primary,no,5131,yes,no,-1,0,unknown,fail
37,admin.,married,secondary,no,0,no,no,-1,0,unknown,fail
30,admin.,married,secondary,no,482,no,no,-1,0,unknown,fail
40,management,married,tertiary,no,558,no,no,-1,0,unknown,fail
52,services,married,secondary,no,0,no,no,-1,0,unknown,fail
38,admin.,married,secondary,no,3047,yes,no,-1,0,unknown,fail
38,technician,single,secondary,no,0,yes,no,-1,0,unknown,fail
30,management,single,tertiary,no,12569,no,no,-1,0,unknown,fail
35,technician,married,tertiary,no,393,no,no,-1,0,unknown,fail
52,management,married,tertiary,no,168,no,no,-1,0,unknown,fail
54,management,married,tertiary,no,153,no,no,-1,0,unknown,fail
43,blue-collar,single,secondary,no,318,yes,no,-1,0,unknown,success
31,management,married,tertiary,no,1575,no,no,-1,0,unknown,fail
36,blue-collar,,primary,no,-255,yes,yes,-1,0,unknown,fail
34,blue-collar,,secondary,no,-100,yes,no,-1,0,unknown,fail
41,blue-collar,,secondary,no,641,yes,no,-1,0,unknown,fail
38,blue-collar,,secondary,no,566,yes,yes,332,6,other,fail
31,blue-collar,single,unknown,no,461,yes,no,-1,0,unknown,fail
31,self-employed,single,tertiary,no,17924,yes,no,174,3,failure,success
82,retired,divorced,primary,no,1419,no,no,-1,0,unknown,fail
34,blue-collar,married,primary,no,275,yes,no,-1,0,unknown,fail
49,technician,married,tertiary,no,3726,no,no,-1,0,unknown,success
41,technician,married,secondary,no,1385,no,no,-1,0,unknown,fail
59,unemployed,single,secondary,no,865,no,no,-1,0,unknown,fail
33,blue-collar,married,primary,no,0,yes,no,-1,0,unknown,fail
59,retired,married,tertiary,no,4589,no,no,-1,0,unknown,fail
34,admin.,divorced,secondary,no,1186,yes,yes,-1,0,unknown,fail
55,blue-collar,married,secondary,no,1328,yes,no,-1,0,unknown,fail
28,admin.,single,tertiary,no,336,no,no,-1,0,unknown,fail
46,self-employed,married,secondary,no,567,no,no,-1,0,unknown,fail
61,retired,married,tertiary,no,32685,no,no,-1,0,unknown,success
51,management,married,tertiary,no,-3,no,no,-1,0,unknown,fail
40,technician,married,secondary,no,-282,yes,no,-1,0,unknown,fail
37,blue-collar,divorced,secondary,no,719,yes,no,365,1,failure,fail
34,blue-collar,married,tertiary,no,20,no,no,-1,0,unknown,fail
60,technician,divorced,tertiary,no,-361,no,yes,-1,0,unknown,fail
33,admin.,married,secondary,no,1158,yes,no,-1,0,unknown,fail
40,management,single,tertiary,no,1820,yes,yes,-1,0,unknown,fail
39,technician,single,secondary,no,0,yes,no,175,4,other,fail
31,management,single,tertiary,no,1120,yes,no,239,1,other,fail
29,student,single,unknown,no,795,no,no,-1,0,unknown,fail
31,management,single,tertiary,no,0,yes,no,-1,0,unknown,fail
38,entrepreneur,married,secondary,no,351,yes,no,244,3,failure,fail
59,blue-collar,married,primary,no,63,no,no,-1,0,unknown,fail
28,blue-collar,married,secondary,no,519,yes,yes,-1,0,unknown,fail
33,blue-collar,married,secondary,no,580,yes,no,-1,0,unknown,fail
32,management,married,tertiary,no,4,no,no,-1,0,unknown,fail
43,management,married,tertiary,no,1429,yes,no,169,3,success,success
33,technician,married,secondary,no,1026,no,no,1,5,failure,fail
29,management,married,tertiary,no,715,yes,no,-1,0,unknown,fail
46,technician,married,secondary,no,4023,yes,no,-1,0,unknown,fail
27,blue-collar,married,secondary,no,-335,yes,yes,-1,0,unknown,fail
46,management,married,unknown,no,802,yes,no,189,1,failure,fail
40,blue-collar,married,secondary,no,755,no,no,117,1,failure,fail
31,technician,married,unknown,no,14533,no,no,-1,0,unknown,success
44,services,divorced,secondary,no,35,yes,no,-1,0,unknown,fail
40,blue-collar,married,primary,no,57,yes,no,-1,0,unknown,success
34,blue-collar,married,secondary,no,1221,yes,no,274,6,failure,fail
37,services,single,secondary,no,43,yes,no,-1,0,unknown,fail
42,technician,married,secondary,no,440,yes,no,-1,0,unknown,fail
25,services,single,secondary,no,216,yes,no,-1,0,unknown,fail
42,blue-collar,married,primary,no,550,yes,no,-1,0,unknown,fail
35,services,married,secondary,no,0,yes,no,-1,0,unknown,fail
30,blue-collar,married,primary,no,124,yes,no,-1,0,unknown,fail
40,blue-collar,single,secondary,,82,yes,no,370,5,failure,fail
44,technician,divorced,secondary,no,399,yes,no,-1,0,unknown,fail
35,technician,married,secondary,no,51,yes,no,-1,0,unknown,fail
24,management,single,tertiary,no,66,yes,no,-1,0,unknown,fail
30,admin.,married,secondary,no,4457,yes,no,-1,0,unknown,success
33,management,married,tertiary,no,26721,no,no,-1,0,unknown,fail
33,technician,married,secondary,no,2147,no,no,94,1,other,fail
35,unemployed,married,tertiary,no,226,no,no,-1,0,unknown,fail
57,management,married,tertiary,no,813,no,no,-1,0,unknown,fail
42,blue-collar,married,secondary,no,698,no,no,-1,0,unknown,fail
25,blue-collar,single,unknown,no,373,yes,no,-1,0,unknown,fail
35,management,single,tertiary,no,243,yes,no,-1,0,unknown,fail
27,management,single,tertiary,no,1623,no,no,190,1,success,fail
57,retired,married,tertiary,no,42,no,no,-1,0,unknown,fail
38,unemployed,married,tertiary,no,2812,yes,no,187,1,success,fail
49,technician,married,unknown,no,-287,yes,no,-1,0,unknown,fail
55,blue-collar,married,primary,no,3957,no,yes,-1,0,unknown,fail
30,management,single,tertiary,no,4091,no,no,-1,0,unknown,fail
59,management,single,tertiary,no,623,yes,no,-1,0,unknown,fail
39,management,single,tertiary,no,4239,yes,no,-1,0,unknown,fail
34,management,married,tertiary,no,2640,yes,no,-1,0,unknown,fail
34,management,married,tertiary,no,0,yes,no,-1,0,unknown,fail
37,management,married,tertiary,no,675,no,no,-1,0,unknown,fail
41,management,married,tertiary,no,6563,no,no,-1,0,unknown,fail
39,technician,married,tertiary,no,794,no,no,-1,0,unknown,fail
34,technician,single,secondary,no,1183,yes,no,-1,0,unknown,fail
59,technician,married,unknown,no,0,no,no,-1,0,unknown,fail
52,blue-collar,single,secondary,no,2430,yes,yes,-1,0,unknown,fail
46,services,married,secondary,no,244,no,no,-1,0,unknown,fail
31,admin.,single,secondary,no,378,no,no,-1,0,unknown,fail
35,services,single,secondary,no,511,yes,yes,-1,0,unknown,fail
57,management,married,tertiary,no,561,no,no,-1,0,unknown,fail
27,services,married,secondary,no,0,yes,no,-1,0,unknown,fail
41,technician,divorced,secondary,no,195,no,no,-1,0,unknown,fail
24,services,single,secondary,no,1611,yes,no,-1,0,unknown,fail
35,technician,single,tertiary,no,303,no,no,-1,0,unknown,fail
28,student,single,secondary,no,246,yes,no,,0,unknown,fail
30,management,married,tertiary,no,802,yes,no,-1,0,unknown,fail
37,services,married,secondary,no,3,yes,no,318,6,failure,fail
43,technician,married,secondary,no,672,yes,no,-1,0,unknown,fail
51,services,married,unknown,no,6451,no,no,-1,0,unknown,fail
41,management,single,tertiary,no,0,no,no,-1,0,unknown,fail
36,technician,married,secondary,yes,947,yes,no,-1,0,unknown,fail
56,management,married,tertiary,no,1282,no,no,-1,0,unknown,fail
36,blue-collar,married,primary,no,655,yes,no,-1,0,unknown,fail
42,blue-collar,married,secondary,no,790,yes,no,-1,0,unknown,fail
41,services,married,secondary,no,121,yes,no,324,1,other,fail
49,services,divorced,secondary,no,470,yes,no,-1,0,unknown,fail
42,housemaid,married,primary,no,1,yes,no,-1,0,unknown,fail
35,technician,married,secondary,no,13,no,no,-1,0,unknown,fail
59,management,married,tertiary,no,1889,no,no,-1,0,unknown,fail
60,retired,married,tertiary,no,2557,yes,no,-1,0,unknown,success
39,admin.,married,secondary,no,130,yes,yes,-1,0,unknown,success
52,technician,married,secondary,no,2079,no,no,-1,0,unknown,fail
30,management,single,tertiary,no,5956,yes,no,-1,0,unknown,fail
35,blue-collar,single,primary,no,3798,no,no,-1,0,unknown,fail
47,admin.,divorced,secondary,no,207,yes,no,271,4,failure,fail
46,entrepreneur,divorced,tertiary,no,148,yes,no,350,5,other,fail
32,services,single,secondary,no,182,yes,no,,0,unknown,fail
55,services,married,secondary,no,557,no,no,-1,0,unknown,fail
31,blue-collar,married,secondary,no,519,yes,no,-1,0,unknown,fail
45,admin.,married,secondary,no,194,no,no,-1,0,unknown,fail
42,management,divorced,secondary,no,640,no,no,-1,0,unknown,fail
